Table_Number,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit,Value
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201806,$ (millions),172
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201806,$ (millions),34
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201806,$ (millions),37
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201809,$ (millions),17
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201809,$ (millions),165
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201809,$ (millions),39
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201809,$ (millions),69
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201809,$ (millions),183
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201809,$ (millions),57
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201809,$ (millions),45
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201812,$ (millions),19
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201812,$ (millions),200
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201812,$ (millions),45
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201812,$ (millions),41
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201812,$ (millions),207
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201812,$ (millions),60
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201812,$ (millions),45
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201903,$ (millions),17
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201903,$ (millions),146
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201903,$ (millions),38
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201903,$ (millions),40
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201903,$ (millions),196
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201903,$ (millions),53
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201903,$ (millions),41
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201906,$ (millions),17
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201906,$ (millions),154
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201906,$ (millions),48
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201906,$ (millions),42
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201906,$ (millions),219
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201906,$ (millions),46
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201906,$ (millions),45
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201909,$ (millions),20
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201909,$ (millions),118
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201909,$ (millions),45
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201909,$ (millions),71
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201909,$ (millions),193
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201909,$ (millions),69
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201909,$ (millions),51
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",201912,$ (millions),19
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,201912,$ (millions),249
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,201912,$ (millions),47
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,201912,$ (millions),46
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,201912,$ (millions),221
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201912,$ (millions),77
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",201912,$ (millions),44
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",202003,$ (millions),15
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,202003,$ (millions),144
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,202003,$ (millions),60
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,202003,$ (millions),51
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,202003,$ (millions),223
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202003,$ (millions),62
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",202003,$ (millions),37
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",202006,$ (millions),16
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,202006,$ (millions),158
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,202006,$ (millions),74
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,202006,$ (millions),42
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,202006,$ (millions),217
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202006,$ (millions),37
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Rental, hiring and real estate services",202006,$ (millions),40
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Arts, recreation, and other services",202009,$ (millions),14
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Goods-producing industries,202009,$ (millions),162
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Health care and social assistance,202009,$ (millions),54
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Other services industries,202009,$ (millions),40
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,Primary industries,202009,$ (millions),170
3,"Purchases by Maori authorities, by industry",By Industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202009,$ (millions),68
